"Data","Cidade","UF","Vendedor","Salario","Veículo","Preço"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","52378"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","48080"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","15690"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","31587"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","35387"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","26325"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","49199"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","51157"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","20099"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","33461"
"7-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","36509"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","33648"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","50028"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","39579"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","55400"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","37388"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","55759"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","54959"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","37888"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","46382"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","17008"
"5-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","10961"
"14-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","42922"
"14-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","19363"
"14-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","10761"
"3-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","21996"
"3-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","36382"
"3-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","31794"
"3-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","51435"
"3-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","27849"
"3-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","49516"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","33367"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","56517"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","55169"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","47530"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","58012"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","36344"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","35526"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","24409"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","57350"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","34460"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","12376"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","50053"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","50670"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","33589"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","21210"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","56420"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","42119"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","55660"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","41080"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","56325"
"10-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","25960"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","17189"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","25987"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","37815"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","12103"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","58791"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","11143"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","25840"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","13359"
"27-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","20462"
"2-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","54588"
"2-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","29299"
"2-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","32524"
"2-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","16417"
"2-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","22873"
"2-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","30237"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","27345"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","48609"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","16285"
"20-Fev-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","36188"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","14455"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","46225"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","33637"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","33496"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","42044"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","44798"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","57382"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","14706"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","34576"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","32138"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","39699"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","16677"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","28815"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","28453"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","34921"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","59832"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","19293"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","47125"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","50267"
"22-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","30013"
"24-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","32994"
"24-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","59172"
"24-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","52701"
"24-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","10436"
"24-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","27291"
"24-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","49265"
"17-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","11759"
"17-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","42559"
"17-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","45915"
"17-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","53778"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","50380"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","31091"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","28142"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","10851"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","58351"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","45609"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","36582"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","13997"
"19-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","33638"
"2-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","25435"
"2-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","32638"
"2-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","58161"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","31201"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","44299"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","26523"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","13433"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","15604"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","56130"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","18390"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","45566"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","54137"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","28608"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","31632"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","55693"
"20-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","53895"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","31274"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","35252"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","45773"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","49612"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","57598"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","31651"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","54450"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","22977"
"25-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","13683"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","28148"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","33467"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","25392"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","55952"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","59119"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","32372"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","34063"
"28-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","22904"
"7-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","15838"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","32955"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","12437"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","16279"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","22857"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","33739"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","32012"
"14-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","41979"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","53525"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","22174"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","33100"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","59500"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","33286"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","46546"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","23847"
"12-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","40528"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","20990"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","22075"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","19840"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","50824"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","13970"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","13771"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","52826"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","14538"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","43578"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","53527"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","27638"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","49975"
"26-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","35366"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","14200"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","34805"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","40858"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","45507"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","50886"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","43750"
"15-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","25014"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","30648"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","53521"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","23068"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","25260"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","49912"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","12293"
"4-Mar-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","52433"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","20055"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","50825"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","46079"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","34100"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","44726"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","58388"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","35701"
"9-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","40459"
"20-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","16469"
"20-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","20226"
"20-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","23187"
"20-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","46928"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","21149"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","43172"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","38940"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","27789"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","44915"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","43661"
"12-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","29192"
"26-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","36675"
"26-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","35644"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","15204"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","23375"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","45820"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","15927"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","16647"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","58640"
"22-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","41664"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","14190"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","53491"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","51326"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","25021"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","34605"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","43797"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","57272"
"27-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","30931"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","41569"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","38930"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","22707"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","53960"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","56983"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","40930"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","15685"
"4-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","55868"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","23583"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","17382"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","15723"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","34211"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","41484"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","52090"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","16541"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","43103"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","24362"
"7-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","40709"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","18847"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","36378"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","51315"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","38018"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","16022"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","52805"
"10-Abr-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","32089"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","24067"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","19355"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","13415"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","36061"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","55883"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","48787"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","48413"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","30528"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","36620"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","20621"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","42224"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","52947"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","56999"
"25-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","15399"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","45273"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","49027"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","52036"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","13199"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","32631"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","18341"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","26915"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","13176"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","59749"
"22-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","28859"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","13785"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","37804"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","28378"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","22151"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","55361"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","55393"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","23227"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","27998"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","13050"
"6-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","40919"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","58645"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","26782"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","16034"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","44749"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","34513"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","48960"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","52099"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","45834"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","28438"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","24972"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","45660"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","44032"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","55914"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","14830"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","18426"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","21597"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","59952"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","42193"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","50811"
"12-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","43851"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","39243"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","41813"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","37575"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","47088"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","25008"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","55522"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","46476"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","19737"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","15235"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","43555"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","31449"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","20108"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","18811"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","22279"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","36022"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","52483"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","21462"
"19-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","13463"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","26139"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","25181"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","24884"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","23667"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","19812"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","54168"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Uno","41486"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Gol","58063"
"1-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","15558"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","44098"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","58447"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Fiesta","56108"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","15347"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Pálio","45310"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Ka","17805"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","26312"
"23-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Logan","26989"
"23-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","11688"
"23-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Civic","28446"
"23-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","52653"
"23-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","28770"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Polo","35304"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","EcoSport","18653"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Corola","39885"
"7-Mai-2020","Amparo","SP","Orácio de Oliveira","2250","Cruze","31613"
